customer_id,age,income_ugx,credit_score,loan_amount_ugx,loan_type,loan_purpose,loan_term_months,interest_rate_annual,monthly_payment_ugx,total_repayment_ugx,total_interest_ugx,payments_made,payments_missed,employment_status,debt_to_income_ratio,existing_debt_ugx,collateral,payment_method,region,district,season,application_date,payment_history,repayment_schedule,status
107,67,1810852,770,26843669,business,Shop expansion,48,13.0,720148,34567104,7723435,0,0,Trader,73.7,22094020,Vehicle Logbook,SACCO Deduction,Western,Kasese,N/A,2024-07-12,"Application rejected, no payments made","Application rejected, no payments made",rejected
108,38,1167916,633,8649141,agricultural,Irrigation equipment,15,26.4,683236,10248540,1599399,0,0,Trader,74.1,6569214,None,Mobile Money,Northern,Amolatar,Harvest Season (Sep-Nov),2023-10-09,"Application rejected, no payments made","Application rejected, no payments made",rejected
109,60,13924617,640,24178617,education,Vocational training,36,25.2,963897,34700292,10521675,24,14,Private Sector,27.3,102173750,SACCO Shares,SACCO Deduction,Central,Mpigi,N/A,2024-01-06,"Defaulted after 24 payments, 14 missed payments total","Paid months 1-24, then missed payments at months 11, 12, 13...35, 36",defaulted
110,44,13086671,614,51068348,business,Stock purchase,48,24.5,1679069,80595312,29526964,48,0,Healthcare Worker,31.9,89876118,Salary Assignment,SACCO Deduction,Eastern,Kween,N/A,2023-01-27,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
111,67,942895,466,64712285,mortgage,House construction,78,32.6,2005946,156463788,91751503,0,0,Student,247.9,11949007,Business Inventory,SACCO Deduction,Eastern,Manafwa,N/A,2023-03-17,"Application rejected, no payments made","Application rejected, no payments made",rejected
112,48,866732,617,6818789,agricultural,Irrigation equipment,18,24.3,455828,8204904,1386115,2,15,Private Sector,68.9,5075106,Savings Account,Cash at Branch,Western,Rukungiri,Growing Season (Jun-Aug),2023-01-27,"Defaulted after 2 payments, 15 missed payments total","Paid months 1-2, then missed payments at months 1, 2, 3...16, 17",defaulted
113,43,4047325,624,366634886,mortgage,Rental property,84,23.5,8931443,750241212,383606326,0,0,Unemployed,225.1,6386494,None,Salary Deduction,Northern,Koboko,N/A,2024-08-11,"Application rejected, no payments made","Application rejected, no payments made",rejected
114,24,732427,817,2320059,personal,Home repairs,24,12.7,109973,2639352,319293,1,25,Boda Boda Rider,31.1,4239176,Group Guarantee,Salary Deduction,Eastern,Fort Portal,N/A,2023-11-08,"Defaulted after 1 payments, 25 missed payments total","Paid months 1-1, then missed payments at months 1, 2, 3...23, 24",defaulted
115,30,636422,604,69945418,mortgage,Commercial building,228,23.4,1380834,314830152,244884734,0,0,Trader,226.2,2105277,Business Inventory,Salary Deduction,Western,Bushenyi,N/A,2024-10-18,"Application rejected, no payments made","Application rejected, no payments made",rejected
116,30,4935407,644,58231660,business,Transport business,60,26.6,1764227,105853620,47621960,0,0,Self-Employed,49.3,23994577,Vehicle Logbook,Mobile Money,Central,Kampala,N/A,2023-09-29,"Application rejected, no payments made","Application rejected, no payments made",rejected
117,61,2199858,617,126252518,mortgage,Rental property,180,22.0,2406065,433091700,306839182,0,0,Student,140.7,24834091,Business Inventory,SACCO Deduction,Western,Kyenjojo,N/A,2023-11-01,"Application rejected, no payments made","Application rejected, no payments made",rejected
118,49,462823,526,1246959,education,University tuition,42,32.8,50285,2111970,865011,0,0,Self-Employed,24.5,2267264,Salary Assignment,Cash at Branch,Eastern,Rwampara,N/A,2024-01-15,"Application rejected, no payments made","Application rejected, no payments made",rejected
119,52,3838469,711,10894094,education,University tuition,12,15.8,987400,11848800,954706,12,0,Farmer,31.8,8435769,Group Guarantee,Salary Deduction,Central,Kayunga,N/A,2023-12-02,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
120,56,6592443,680,82270084,business,Shop expansion,48,20.9,2543127,122070096,39800012,0,0,Security Guard,67.9,69543074,Vehicle Logbook,SACCO Deduction,Northern,Gulu,N/A,2023-08-09,"Application rejected, no payments made","Application rejected, no payments made",rejected
121,57,1105990,683,2950026,education,Books and supplies,48,20.1,89928,4316544,1366518,12,34,Teacher,30.7,8994855,Business Inventory,Cash at Branch,Northern,Pader,N/A,2024-07-29,"Defaulted after 12 payments, 34 missed payments total","Paid months 1-12, then missed payments at months 1, 2, 3...45, 46",defaulted
122,32,1605241,547,5415155,education,Vocational training,48,31.7,200368,9617664,4202509,0,0,Private Sector,42.2,17147472,Vehicle Logbook,SACCO Deduction,Central,Mpigi,N/A,2024-07-25,"Application rejected, no payments made","Application rejected, no payments made",rejected
123,43,6669818,732,467729541,mortgage,Commercial building,132,12.2,6453040,851801280,384071739,0,0,Healthcare Worker,97.7,2335941,None,Salary Deduction,Western,Kasese,N/A,2023-05-24,"Application rejected, no payments made","Application rejected, no payments made",rejected
124,40,22688094,507,13834308,education,School fees,30,32.0,675746,20272380,6438072,0,0,Self-Employed,36.1,270609227,SACCO Shares,Cash at Branch,Northern,Koboko,N/A,2024-01-13,"Application rejected, no payments made","Application rejected, no payments made",rejected
125,41,4247096,666,36096306,agricultural,Storage facility,3,21.1,12457689,37373067,1276761,0,0,Healthcare Worker,309.7,25059220,SACCO Shares,SACCO Deduction,Eastern,Lira,Growing Season (Jun-Aug),2024-09-26,"Application rejected, no payments made","Application rejected, no payments made",rejected
126,69,6239632,795,89328344,business,Working capital,6,14.8,15537289,93223734,3895390,0,0,Construction Worker,253.0,9051340,Salary Assignment,SACCO Deduction,Central,Kiboga,N/A,2024-05-28,"Application rejected, no payments made","Application rejected, no payments made",rejected
127,69,4478056,540,3397347,personal,Wedding costs,36,33.1,150051,5401836,2004489,0,0,Construction Worker,23.9,33154207,Group Guarantee,Cash at Branch,Northern,Oyam,N/A,2024-06-29,"Application rejected, no payments made","Application rejected, no payments made",rejected
128,41,3608815,574,10076216,education,Exam registration,24,27.1,548458,13162992,3086776,0,0,Healthcare Worker,22.7,9695054,Business Inventory,Bank Transfer,Western,Bundibugyo,N/A,2023-12-24,"Application rejected, no payments made","Application rejected, no payments made",rejected
129,55,21175712,627,12180408,personal,Debt consolidation,30,25.6,553876,16616280,4435872,30,0,Teacher,13.1,80203254,Savings Account,Cash at Branch,Western,Bundibugyo,N/A,2023-03-22,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
130,42,20604831,579,13692553,education,Books and supplies,24,29.3,760664,18255936,4563383,0,27,Market Vendor,14.5,80447672,Vehicle Logbook,Salary Deduction,Western,Bushenyi,N/A,2023-08-20,"Defaulted after 0 payments, 27 missed payments total","Defaulted immediately, no payments made",defaulted
131,60,1210130,495,1631845,agricultural,Harvest labor,24,36.1,96443,2314632,682787,0,0,Student,14.8,2994353,None,SACCO Deduction,Eastern,Busia,Growing Season (Jun-Aug),2023-11-25,"Application rejected, no payments made","Application rejected, no payments made",rejected
132,38,2875225,625,163785592,mortgage,Home renovation,102,23.7,3744080,381896160,218110568,0,0,Boda Boda Rider,138.4,8456290,Group Guarantee,SACCO Deduction,Eastern,Soroti,N/A,2023-02-08,"Application rejected, no payments made","Application rejected, no payments made",rejected
133,20,2264127,535,9886839,agricultural,Seed and fertilizer,15,37.9,837700,12565500,2678661,0,0,Private Sector,53.3,13285093,Mobile Money History,SACCO Deduction,Northern,Pader,Harvest Season (Sep-Nov),2023-12-05,"Application rejected, no payments made","Application rejected, no payments made",rejected
134,30,10438211,657,66122852,business,Transport business,6,22.2,11744949,70469694,4346842,0,0,Teacher,127.7,56895553,SACCO Shares,SACCO Deduction,Eastern,Kasese,N/A,2023-12-02,"Application rejected, no payments made","Application rejected, no payments made",rejected
135,25,1200037,546,5114641,business,Equipment purchase,48,36.6,204298,9806304,4691663,0,0,Self-Employed,17.3,118028,None,Cash at Branch,Northern,Nwoya,N/A,2024-08-19,"Application rejected, no payments made","Application rejected, no payments made",rejected
136,66,3597033,743,5681579,agricultural,Harvest labor,12,18.7,522782,6273384,591805,0,0,Boda Boda Rider,36.3,28123891,Mobile Money History,Cash at Branch,Eastern,Mitooma,Planting Season (Mar-May),2024-09-21,"Application rejected, no payments made","Application rejected, no payments made",rejected
137,34,1280114,557,12722841,business,Restaurant equipment,48,28.5,447066,21459168,8736327,0,0,Unemployed,81.7,21565539,Mobile Money History,Bank Transfer,Northern,Zombo,N/A,2024-09-02,"Application rejected, no payments made","Application rejected, no payments made",rejected
138,70,868449,594,5601039,agricultural,Livestock purchase,6,28.4,1012339,6074034,472995,0,0,NGO Worker,140.1,7341429,Mobile Money History,Bank Transfer,Eastern,Bulambuli,Growing Season (Jun-Aug),2024-03-28,"Application rejected, no payments made","Application rejected, no payments made",rejected
139,27,4945898,685,9946908,personal,Debt consolidation,27,21.2,466412,12593124,2646216,0,0,Unemployed,39.7,53823117,SACCO Shares,Mobile Money,Northern,Kole,N/A,2023-11-12,"Application rejected, no payments made","Application rejected, no payments made",rejected
140,66,233408,521,345190,personal,Medical expenses,36,33.5,15323,551628,206438,0,0,Construction Worker,8.2,139537,Vehicle Logbook,Salary Deduction,Western,Bunyangabu,N/A,2024-04-28,"Application rejected, no payments made","Application rejected, no payments made",rejected
141,22,1377448,638,9037307,business,Stock purchase,42,27.0,334865,14064330,5027023,42,0,Security Guard,37.1,6322149,Vehicle Logbook,Salary Deduction,Northern,Apac,N/A,2023-07-02,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
142,54,1267066,724,15220717,business,Restaurant equipment,6,15.1,2649675,15898050,677333,2,3,Market Vendor,221.1,5443856,Group Guarantee,Bank Transfer,Northern,Kwania,N/A,2023-04-26,"Defaulted after 2 payments, 3 missed payments total","Paid months 1-2, missed at months 1, 2, 3, 4, 5",defaulted
143,22,8516845,491,4312445,personal,Home repairs,12,30.4,421257,5055084,742639,0,0,Healthcare Worker,19.8,45526772,Land Title,Bank Transfer,Northern,Adjumani,N/A,2024-07-06,"Application rejected, no payments made","Application rejected, no payments made",rejected
144,33,11510093,634,42432327,business,Restaurant equipment,54,23.9,1289757,69646878,27214551,54,0,Civil Servant,32.6,88601646,SACCO Shares,Cash at Branch,Western,Ibanda,N/A,2024-06-17,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
145,34,1577039,640,396500816,mortgage,Rental property,240,23.5,7839423,1881461520,1484960704,0,0,Civil Servant,518.4,12075785,None,Mobile Money,Northern,Kwania,N/A,2024-06-21,"Application rejected, no payments made","Application rejected, no payments made",rejected
146,40,4212363,682,16552272,agricultural,Irrigation equipment,21,23.0,964872,20262312,3710040,0,0,Self-Employed,41.8,28722717,Savings Account,SACCO Deduction,Eastern,Kazo,Planting Season (Mar-May),2024-07-24,"Application rejected, no payments made","Application rejected, no payments made",rejected
147,53,654655,521,4021790,business,Stock purchase,36,31.5,174052,6265872,2244082,19,19,Teacher,38.6,2826769,Mobile Money History,Bank Transfer,Western,Fort Portal,N/A,2023-03-16,"Defaulted after 19 payments, 19 missed payments total","Paid months 1-19, then missed payments at months 1, 2, 3...35, 36",defaulted
148,32,9929009,514,496513285,mortgage,Land purchase,96,29.3,13450541,1291251936,794738651,0,0,Market Vendor,171.7,129685494,Livestock,Bank Transfer,Western,Mbarara,N/A,2024-05-05,"Application rejected, no payments made","Application rejected, no payments made",rejected
149,35,3357790,661,28298797,business,Working capital,54,22.1,831569,44904726,16605929,0,0,Student,43.8,23007279,Business Inventory,Cash at Branch,Western,Isingiro,N/A,2024-04-22,"Application rejected, no payments made","Application rejected, no payments made",rejected
150,26,11060044,643,23498837,agricultural,Livestock purchase,12,25.3,2236851,26842212,3343375,3,10,Unemployed,23.3,12134756,Land Title,Cash at Branch,Eastern,Hoima,Dry Season (Dec-Feb),2023-09-09,"Defaulted after 3 payments, 10 missed payments total","Paid months 1-3, then missed payments at months 1, 2, 3...11, 12",defaulted
151,51,3915847,640,17420778,education,Boarding fees,48,22.7,555502,26664096,9243318,48,0,Teacher,35.4,29884823,Mobile Money History,SACCO Deduction,Eastern,Fort Portal,N/A,2023-03-02,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
152,53,138970,647,501909,personal,Family emergency,3,22.5,173616,520848,18939,0,0,Construction Worker,148.1,1156961,Land Title,Bank Transfer,Central,Mpigi,N/A,2023-03-03,"Application rejected, no payments made","Application rejected, no payments made",rejected
153,59,4526705,565,2485225,education,School fees,6,28.1,448806,2692836,207611,0,0,Boda Boda Rider,29.1,31281735,Business Inventory,Salary Deduction,Central,Luwero,N/A,2024-05-29,"Application rejected, no payments made","Application rejected, no payments made",rejected
154,64,3251899,638,4124034,personal,Funeral costs,27,23.0,197085,5321295,1197261,12,16,Private Sector,24.7,21767018,Salary Assignment,Cash at Branch,Western,Kitagwenda,N/A,2023-09-07,"Defaulted after 12 payments, 16 missed payments total","Paid months 1-12, then missed payments at months 1, 2, 3...26, 27",defaulted
155,64,2434539,643,12120688,personal,Wedding costs,33,25.0,511573,16881909,4761221,5,28,Construction Worker,24.4,3004724,Mobile Money History,SACCO Deduction,Northern,Apac,N/A,2024-03-20,"Defaulted after 5 payments, 28 missed payments total","Paid months 1-5, then missed payments at months 1, 2, 3...32, 33",defaulted
156,61,9746749,562,5230324,personal,Family emergency,27,26.9,260316,7028532,1798208,1,25,Construction Worker,35.7,115955153,Land Title,Mobile Money,Northern,Amuru,N/A,2023-01-17,"Defaulted after 1 payments, 25 missed payments total","Paid months 1-1, then missed payments at months 1, 2, 3...25, 26",defaulted
157,33,4170574,769,4810749,personal,Debt consolidation,15,12.3,347641,5214615,403866,15,0,SACCO Member,25.3,25525230,Mobile Money History,Cash at Branch,Northern,Yumbe,N/A,2023-05-24,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
158,70,14631596,657,21187178,agricultural,Harvest labor,3,21.7,7319342,21958026,770848,0,0,NGO Worker,73.8,125165717,SACCO Shares,Salary Deduction,Western,Kamwenge,Dry Season (Dec-Feb),2023-01-31,"Application rejected, no payments made","Application rejected, no payments made",rejected
159,60,1944872,524,13168177,business,Restaurant equipment,36,36.6,607661,21875796,8707619,0,0,Unemployed,60.0,20157335,SACCO Shares,Cash at Branch,Northern,Arua,N/A,2023-03-17,"Application rejected, no payments made","Application rejected, no payments made",rejected
160,25,1796917,672,14219792,business,Transport business,42,20.4,476449,20010858,5791066,27,16,Market Vendor,30.2,2368146,Salary Assignment,Cash at Branch,Western,Rukiga,N/A,2024-07-22,"Defaulted after 27 payments, 16 missed payments total","Paid months 1-27, then missed payments at months 12, 13, 14...41, 42",defaulted
161,52,1055075,542,3776593,agricultural,Land preparation,6,37.2,699462,4196772,420179,0,0,Private Sector,66.7,140618,Vehicle Logbook,Salary Deduction,Northern,Apac,Growing Season (Jun-Aug),2024-12-02,"Application rejected, no payments made","Application rejected, no payments made",rejected
162,44,681981,682,1906171,agricultural,Storage facility,24,20.3,97296,2335104,428933,24,0,Teacher,25.9,2845833,None,Mobile Money,Northern,Omoro,Harvest Season (Sep-Nov),2024-05-22,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
163,58,4420410,712,9294970,business,Restaurant equipment,30,18.8,390703,11721090,2426120,30,0,Private Sector,18.8,15860192,Salary Assignment,SACCO Deduction,Northern,Nebbi,N/A,2024-08-31,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
164,28,2265025,554,15072291,business,Equipment purchase,48,27.7,522718,25090464,10018173,0,0,Market Vendor,39.0,12989125,None,Salary Deduction,Western,Isingiro,N/A,2024-01-21,"Application rejected, no payments made","Application rejected, no payments made",rejected
165,37,8296178,697,7500177,personal,Medical expenses,30,20.4,321227,9636810,2136633,0,0,Trader,23.9,59751595,Livestock,SACCO Deduction,Central,Kiboga,N/A,2024-02-23,"Application rejected, no payments made","Application rejected, no payments made",rejected
166,63,3770172,653,32165808,agricultural,Harvest labor,9,23.2,3928280,35354520,3188712,0,0,Farmer,107.4,4350236,Group Guarantee,Salary Deduction,Northern,Otuke,Dry Season (Dec-Feb),2024-12-19,"Application rejected, no payments made","Application rejected, no payments made",rejected
167,54,2856440,685,16875667,business,Stock purchase,36,21.6,641002,23076072,6200405,36,0,Private Sector,23.8,1366533,Salary Assignment,SACCO Deduction,Northern,Zombo,N/A,2023-09-22,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
168,34,4675995,771,388213327,mortgage,Rental property,192,8.9,3798569,729325248,341111921,0,0,NGO Worker,91.8,17843688,SACCO Shares,Salary Deduction,Northern,Zombo,N/A,2023-04-18,"Application rejected, no payments made","Application rejected, no payments made",rejected
169,38,1180050,600,7592751,business,Restaurant equipment,36,24.4,299482,10781352,3188601,0,0,Private Sector,48.9,9995160,None,Mobile Money,Northern,Amolatar,N/A,2024-04-08,"Application rejected, no payments made","Application rejected, no payments made",rejected
170,40,446853,559,942912,personal,Family emergency,3,28.6,329403,988209,45297,0,0,Security Guard,96.3,3630980,Mobile Money History,Bank Transfer,Eastern,Kisoro,N/A,2024-07-27,"Application rejected, no payments made","Application rejected, no payments made",rejected
171,47,19779781,548,11453416,education,Vocational training,18,33.8,819909,14758362,3304946,3,14,Security Guard,18.5,102570297,Livestock,SACCO Deduction,Central,Butambala,N/A,2024-12-21,"Defaulted after 3 payments, 14 missed payments total","Paid months 1-3, then missed payments at months 1, 2, 3...16, 17",defaulted
172,70,506694,554,74430609,mortgage,Home renovation,90,25.3,1852557,166730130,92299521,0,0,Security Guard,380.9,2782056,None,Salary Deduction,Western,Kyegegwa,N/A,2024-09-03,"Application rejected, no payments made","Application rejected, no payments made",rejected
173,44,4962076,613,35688579,agricultural,Land preparation,18,26.5,2424329,43637922,7949343,0,0,Private Sector,73.3,43608575,SACCO Shares,Mobile Money,Western,Kamwenge,Growing Season (Jun-Aug),2023-11-09,"Application rejected, no payments made","Application rejected, no payments made",rejected
174,27,548225,647,2775703,education,University tuition,42,22.6,96226,4041492,1265789,42,0,NGO Worker,28.4,2145665,Mobile Money History,Bank Transfer,Eastern,Budaka,N/A,2023-07-11,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
175,40,10195987,642,26456764,agricultural,Seed and fertilizer,3,24.5,9181453,27544359,1087595,0,0,Civil Servant,109.1,69820221,None,SACCO Deduction,Northern,Dokolo,Dry Season (Dec-Feb),2024-08-01,"Application rejected, no payments made","Application rejected, no payments made",rejected
176,21,6849935,686,7197213,personal,Family emergency,15,20.2,546943,8204145,1006932,0,0,Teacher,12.5,11061317,None,Salary Deduction,Northern,Otuke,N/A,2024-07-10,"Application rejected, no payments made","Application rejected, no payments made",rejected
177,43,2674527,621,15603087,education,School fees,24,22.4,812545,19501080,3897993,24,0,Security Guard,58.0,26640558,Land Title,SACCO Deduction,Eastern,Kazo,N/A,2024-03-25,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
178,27,6987647,736,443504099,mortgage,House construction,192,15.4,6230161,1196190912,752686813,0,0,Farmer,115.6,66522987,SACCO Shares,Bank Transfer,Northern,Agago,N/A,2023-03-02,"Application rejected, no payments made","Application rejected, no payments made",rejected
179,56,1589478,598,166354004,mortgage,Rental property,90,27.9,4427193,398447370,232093366,0,0,Healthcare Worker,285.8,4186227,Vehicle Logbook,Bank Transfer,Western,Buhweju,N/A,2023-03-02,"Application rejected, no payments made","Application rejected, no payments made",rejected
180,37,6064415,837,31757292,business,Working capital,24,13.8,1521760,36522240,4764948,0,0,Market Vendor,58.2,72349307,Savings Account,Salary Deduction,Northern,Lira,N/A,2024-04-07,"Application rejected, no payments made","Application rejected, no payments made",rejected
181,24,2890467,670,293894629,mortgage,Land purchase,198,18.8,4826632,955673136,661778507,0,0,Student,210.9,45645423,Salary Assignment,Salary Deduction,Northern,Lira,N/A,2024-04-14,"Application rejected, no payments made","Application rejected, no payments made",rejected
182,60,4002495,551,8673812,personal,Wedding costs,27,26.9,431700,11655900,2982088,4,25,Construction Worker,26.5,22699305,Business Inventory,Cash at Branch,Eastern,Budaka,N/A,2023-12-18,"Defaulted after 4 payments, 25 missed payments total","Paid months 1-4, then missed payments at months 1, 2, 3...26, 27",defaulted
183,63,5385397,534,4777051,education,University tuition,6,35.6,880858,5285148,508097,0,0,Private Sector,21.1,9188682,Group Guarantee,Bank Transfer,Northern,Gulu,N/A,2024-10-27,"Application rejected, no payments made","Application rejected, no payments made",rejected
184,39,687330,658,1378723,agricultural,Land preparation,15,21.5,105635,1584525,205802,1,12,Private Sector,42.5,6709057,Group Guarantee,Cash at Branch,Eastern,Lira,Growing Season (Jun-Aug),2024-05-03,"Defaulted after 1 payments, 12 missed payments total","Paid months 1-1, then missed payments at months 1, 2, 3...12, 13",defaulted
185,24,637178,602,352405,education,Boarding fees,6,24.8,63055,378330,25925,6,0,NGO Worker,33.0,5310567,Savings Account,SACCO Deduction,Northern,Koboko,N/A,2023-04-15,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
186,26,1627583,677,11577652,education,Books and supplies,18,22.0,760983,13697694,2120042,2,17,Self-Employed,52.5,3348075,Savings Account,SACCO Deduction,Central,Butambala,N/A,2024-12-04,"Defaulted after 2 payments, 17 missed payments total","Paid months 1-2, then missed payments at months 1, 2, 3...17, 18",defaulted
187,48,5727191,657,4929830,personal,Medical expenses,9,20.4,595364,5358276,428446,4,7,SACCO Member,21.9,23753780,Savings Account,Bank Transfer,Northern,Alebtong,N/A,2024-11-05,"Defaulted after 4 payments, 7 missed payments total","Paid months 1-4, then missed payments at months 1, 2, 3...8, 9",defaulted
188,39,2272817,614,14462379,business,Stock purchase,42,25.6,524769,22040298,7577919,0,0,NGO Worker,45.3,18170663,Group Guarantee,Mobile Money,Eastern,Budaka,N/A,2024-06-24,"Application rejected, no payments made","Application rejected, no payments made",rejected
189,20,22619060,552,17440133,education,School fees,42,28.2,657826,27628692,10188559,6,34,Self-Employed,9.8,56273789,Vehicle Logbook,Mobile Money,Northern,Zombo,N/A,2024-02-12,"Defaulted after 6 payments, 34 missed payments total","Paid months 1-6, then missed payments at months 1, 2, 3...39, 40",defaulted
190,52,2494491,498,4621792,education,University tuition,42,30.5,180304,7572768,2950976,0,0,NGO Worker,22.4,13652252,Vehicle Logbook,Cash at Branch,Eastern,Isingiro,N/A,2024-07-03,"Application rejected, no payments made","Application rejected, no payments made",rejected
191,40,2330211,584,8504902,personal,Medical expenses,15,28.9,682287,10234305,1729403,0,0,Security Guard,57.5,23669391,Vehicle Logbook,SACCO Deduction,Central,Luweero,N/A,2023-11-13,"Application rejected, no payments made","Application rejected, no payments made",rejected
192,62,11213091,688,7908576,personal,Medical expenses,3,20.8,2728103,8184309,275733,1,5,Self-Employed,30.9,26453810,Mobile Money History,Cash at Branch,Western,Buhweju,N/A,2023-01-31,"Defaulted after 1 payments, 5 missed payments total","Paid months 1-1, missed at months 1, 2, 3",defaulted
193,41,7281538,637,4933789,personal,Medical expenses,15,24.0,383974,5759610,825821,15,0,NGO Worker,19.7,37936632,SACCO Shares,Bank Transfer,Central,Kyankwanzi,N/A,2024-08-10,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
194,63,6915995,520,345805522,mortgage,House construction,60,33.2,11877082,712624920,366819398,0,0,Market Vendor,172.2,1223773,Salary Assignment,SACCO Deduction,Central,Kyankwanzi,N/A,2023-02-06,"Application rejected, no payments made","Application rejected, no payments made",rejected
195,55,10989640,633,16292703,education,School fees,24,23.0,853303,20479272,4186569,0,0,Market Vendor,44.4,144934763,Vehicle Logbook,Salary Deduction,Western,Ntungamo,N/A,2023-07-03,"Application rejected, no payments made","Application rejected, no payments made",rejected
196,34,5385276,650,7428961,personal,Debt consolidation,24,21.1,382107,9170568,1741607,12,12,Student,22.6,30117478,None,Mobile Money,Central,Nakaseke,N/A,2024-09-29,"Defaulted after 12 payments, 12 missed payments total","Paid months 1-12, then missed payments at months 1, 2, 3...23, 24",defaulted
197,35,4981731,549,35481010,business,Restaurant equipment,54,35.8,1330545,71849430,36368420,0,0,Unemployed,36.7,18001948,Livestock,Salary Deduction,Northern,Gulu,N/A,2023-01-10,"Application rejected, no payments made","Application rejected, no payments made",rejected
198,41,297276,632,1157923,agricultural,Harvest labor,6,26.1,207942,1247652,89729,3,6,Construction Worker,78.7,934579,Savings Account,Cash at Branch,Northern,Lira,Planting Season (Mar-May),2024-04-14,"Defaulted after 3 payments, 6 missed payments total","Paid months 1-3, then missed payments at months 1, 2, 3...5, 6",defaulted
199,67,500219,624,1628161,business,Working capital,42,25.4,58900,2473800,845639,0,0,NGO Worker,13.5,317781,Business Inventory,Cash at Branch,Eastern,Kisoro,N/A,2024-12-18,"Application rejected, no payments made","Application rejected, no payments made",rejected
200,67,1949502,528,7299957,business,Equipment purchase,12,31.8,718131,8617572,1317615,0,0,Teacher,57.4,14413462,Vehicle Logbook,Bank Transfer,Central,Mpigi,N/A,2024-02-21,"Application rejected, no payments made","Application rejected, no payments made",rejected
201,27,3370889,648,12263079,agricultural,Harvest labor,24,27.4,669358,16064592,3801513,0,0,Unemployed,25.9,7315170,SACCO Shares,Mobile Money,Western,Kitagwenda,Growing Season (Jun-Aug),2023-06-01,"Application rejected, no payments made","Application rejected, no payments made",rejected
202,25,7984186,664,490099314,mortgage,Commercial building,66,17.2,11533152,761188032,271088718,0,0,Student,185.5,117859464,Group Guarantee,SACCO Deduction,Eastern,Mbale,N/A,2023-09-13,"Application rejected, no payments made","Application rejected, no payments made",rejected
203,26,3086334,706,14645501,personal,Medical expenses,3,17.9,5028194,15084582,439081,0,0,Private Sector,166.8,4357053,Vehicle Logbook,Salary Deduction,Northern,Amolatar,N/A,2023-01-23,"Application rejected, no payments made","Application rejected, no payments made",rejected
204,24,864971,704,7292426,business,Working capital,12,15.5,659924,7919088,626662,0,0,Security Guard,107.7,9780545,SACCO Shares,SACCO Deduction,Central,Mityana,N/A,2024-05-23,"Application rejected, no payments made","Application rejected, no payments made",rejected
205,21,1894779,509,3464716,agricultural,Irrigation equipment,12,33.6,343930,4127160,662444,0,0,Self-Employed,36.0,12169340,SACCO Shares,Salary Deduction,Eastern,Soroti,Growing Season (Jun-Aug),2024-02-26,"Application rejected, no payments made","Application rejected, no payments made",rejected
206,55,2867930,544,8467558,education,Boarding fees,18,31.2,595034,10710612,2243054,0,0,Teacher,44.3,24356366,Mobile Money History,Mobile Money,Eastern,Bududa,N/A,2024-01-03,"Application rejected, no payments made","Application rejected, no payments made",rejected
207,50,4532893,661,399304708,mortgage,Home renovation,156,17.6,6530184,1018708704,619403996,0,0,Trader,150.7,10759136,Livestock,Mobile Money,Western,Kamwenge,N/A,2023-03-01,"Application rejected, no payments made","Application rejected, no payments made",rejected
208,50,4949427,661,26532259,business,Shop expansion,12,21.6,2478165,29737980,3205721,0,0,Farmer,61.6,20578832,SACCO Shares,SACCO Deduction,Central,Luweero,N/A,2023-06-30,"Application rejected, no payments made","Application rejected, no payments made",rejected
209,35,4004845,661,389050165,mortgage,Commercial building,60,19.8,10264203,615852180,226802015,3,56,SACCO Member,273.2,24377291,Mobile Money History,Cash at Branch,Eastern,Budaka,N/A,2023-08-13,"Defaulted after 3 payments, 56 missed payments total","Paid months 1-3, then missed payments at months 1, 2, 3...58, 59",defaulted
210,21,2502866,850,195199343,mortgage,Land purchase,96,9.4,2900378,278436288,83236945,0,0,Trader,122.4,5862889,Land Title,Bank Transfer,Western,Kabale,N/A,2024-06-22,"Application rejected, no payments made","Application rejected, no payments made",rejected
211,43,24535626,665,23560928,education,Boarding fees,12,19.2,2173544,26082528,2521600,12,0,Market Vendor,14.3,48210150,None,Cash at Branch,Eastern,Tororo,N/A,2024-09-20,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
212,70,2395721,710,15086721,business,Transport business,42,17.9,485990,20411580,5324859,42,0,Healthcare Worker,27.6,6350230,SACCO Shares,SACCO Deduction,Eastern,Jinja,N/A,2023-02-03,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
